"title","count(title)"
"PINETVM",4
"DETONDEO",4
"CRITIAS/N",4
"INNOTESCO",4
"CANTATRIX",4
"SVASVS",4
"DEERRO/2",4
"TVRBVLA",4
"INSVSVRRO",4
"FVTVRA",4
"GLABELLVS",4
"TVXTAX",4
"SAPIENTER",4
"ARGO/N",4
"SARMENTVS/N",4
"HYPATA/N",4
"TRIO/N",4
"IAMIAMQVE",4
"THVRINVS/A",4
"PRESSVRA",4
"THYESTEVS/A",4
"GANNIO",4
"ARMARIVM",4
"MAMMOSVS",4
"MESSALA/N",4
"ARMENTARIVS/1",4
"MESSANA/N",4
"PERSVASIO",4
"MESSIVS/N",4
"PVGILOR",4
"METHYMNAEVS/A",4
"HELLESPONTIACVS/A",4
"SCALPELLVM",4
"BACVLVS/N",4
"GEMINVS/N",4
"SCAMNVM",4
"ROSETVM",4
"TILLIVS/N",4
"REBVLLIO",4
"MIDA/N",4
"TVBERO/N",4
"ANGLICVS/N",4
"RVDIS/1",4
"SCIENTER",4
"BAPTISMVS",4
"SCIRON/N",4
"SCOBIS",4
"ASPIS",4
"GLABRIO/N",4
"SCATVRIGO",4
"PANCHAEVS/A",4
"SEMIAMICTVS",4
"SCRVPVS",4
"PERARGVTVS",4
"GLVTINVM",4
"PANOPEA/N",4
"MERCENNARIVS",4
"PERCONTATIO",4
"SIS",4
"MAVSOLVS/N",4
"LYCOMEDES/N",4
"SECRETARIVM",4
"FRVNISCOR",4
"SVADELA",4
"AXVNGIA",4
"BESTIA/N",4
"OBSONO/1",4
"TRANSFLVO",4
"VLVLA",4
"VMBELLA",4
"FVLGIDVS",4
"MACHINATOR",4
"PARTHIA/N",4
"ATTONDEO",4
"PERGVLA",4
"ATTRITVS/1",4
"PAECLICATVS",4
"EXOSSIS",4
"VNANIMIS",4
"BIMEMBRIS",4
"ANA",4
"VNCVS/1",4
"TREBELLIVS/N",4
"AVDENS",4
"PASTOPHORI",4
"TRECENI",4
"PECVINVS",4
"PEREMPTOR",4
"PATERFAMILIAS",4
"ELEEO/G",4
"REVOCABILIS",4
"ASINARIVS/1",4
"ARGIA/N",4
"REVOMO",4
"OSTENSIO",4
"FIRMITVDO",4
"CONIFER",4
"LARIVS/N",4
"CONIVRATVS",4
"BAXEA",4
"FLACCIDVS",4
"SANTRA/N",4
"CONSCELERO",4
"ANGVILLA",4
"LOLLIVS/N",4
"REDAMO",4
"SEXTILLVS/N",4
"CRETICVS/A",4
"PACIFICO",4
"FLOCCVS",4
"ODORAMENTVM",4
"STEPHANVS/N",4
"SVBTVS/1",4
"SVBVRBANVM",4
"EXTREMITAS",4
"OFELLA",4
"EXVNDO",4
"ALEATOR",4
"TAXO",4
"CONSTITVTIO",4
"ANTEAMBVLO",4
"CVBITO",4
"TEIVS/A",4
"VICTOR/N",4
"NVCLEVS",4
"CONSVMMATIO",4
"CORPVLENTVS",4
"LVPERCAL/N",4
"NVMARIVS",4
"ALLIDO",4
"REMOLLESCO",4
"LIMO/1",4
"CONTRADICO",4
"PECVLIO",4
"LESBOS/N",4
"ALOIDAE/N",4
"FASCIOLA",4
"LACEDAEMONII/N",4
"REPARABILIS",4
"CONVERRO",4
"DELIRAMENTVM",4
"FRONDIFER",4
"SVPERIACIO",4
"DEPENDVLVS",4
"FRONTINVS/N",4
"CONVICIOR",4
"DIECVLA",4
"AMARACVS",4
"IRRATIONALIS",4
"CYDON/N",4
"LAERTIDES/N",4
"EFFRICO",4
"RABIOSVS",4
"EIVLATVS",4
"EXCESSVS",4
"ELVVIES",4
"LIBVRNICA",4
"RESIGNO",4
"OBOLEO",4
"ADAMBVLO",4
"ADMOLIOR",4
"CYRENAEVS/N",4
"RAMVLVS",4
"SVSPICAX",4
"FEROCITER",4
"LAMENTABILIS",4
"ADVLTERINVS",4
"RANCIDVS",4
"AMENTVM",4
"CYTHEREIVS/A",4
"PANNICVLVS/N",4
"RESTITVTVS/N",4
"THEBANI/N",4
"LANISTA",4
"FICEDVLA",4
"CORYMBVS",4
"FIDICEN",4
"POMPVLLVS/N",4
"REBILVS/N",4
"OBTVRBO/2",4
"DORIVS/A",4
"NILIACVS/A",4
"COERCITIO",4
"PVTEO",4
"CEVTRONES/N",4
"EPHYRAEVS/A",4
"EPISTOLIVM",4
"INFELICITAS",4
"EPOTVS",4
"CHERAGRA",4
"ISMENIS/N",4
"DVMETVM",4
"PROFLO",4
"ERADO",4
"MVNIFICENTIA",4
"INCORPOREVS",4
"ISTVC",4
"NOENV",4
"QVADRATVS/N",4
"CORDYLA",4
"NOMENTANVS/N",4
"DVRATIVS/N",4
"OCTANGVLVS",4
"PROLOQVOR",4
"CYBIVM",4
"ESCENDO",4
"PROMEREOR",4
"ERVVM",4
"INSPERGO",4
"PRAEGRAVIS",4
"DIDYMVS/N",4
"CIMBRICIVS/A",4
"ENDROMIS",4
"IVNIVS/A",4
"PRAENESTINVS/A",4
"NOVENVS",4
"ETESIVS",4
"COMMENTOR",4
"MYRTOVS/A",4
"RVGITVS",4
"ABALIENO",4
"IVVENESCO",4
"CAERETANVS/A",4
"PRAESENTIA/2",4
"ABITVS",4
"COSMIANVS/A",4
"EVRIPIDES/N",4
"CVBICVLARIS",4
"COMPAR/1",4
"MIRIFICE",4
"ABOMINATIO",4
"MOPSOPIVS/A",4
"PROSPERO",4
"PROSTITVTA",4
"AETHELBERHT/N3",4
"HEXAPHORVS",4
"PROTHOENOR/N",4
"NAVMACHIA",4
"NAVSICAA/N",4
"CIRRATI",4
"MITHRAS/N",4
"NAVIGABILIS",4
"MYTILENE/N",4
"EXPLANO",4
"MVNICIPALIS",4
"CONCACO",4
"PRAEVEHOR",4
"MVTVNIATVS",4
"NEAERA/N",4
"CONCERTO/1",4
"PANNOSVS",4
"INFIMVM",4
"CONCITATIO",4
"ELEVSINVS/A",4
"CLASSIARIVS",4
"ACCO/N",4
"MYS/N",4
"CLAVSVS/N",4
"ATTRECTATIO",4
"MOLO",4
"CLIPEATVS/2",4
"EMINENS",4
"INGIGNO",4
"PRAESCIO",4
"CLIVOSVS",4
"INVENVSTVS",4
"CLONIVS/N",4
"ACIPENSER",4
"NERVIVS/A",4
"COACERVO",4
"ENDYMION/N",4
"COACTVS",4
"ENITESCO",4
"ACRON/N",4
"BARBARISMVS",4
"BISON",4
"PROCERITAS",4
"IONES/N",4
"CERVSSA",4
"SOLAMEN",4
"VRCEOLVS",4
"CANTVARI/N",4
"SOLEATVS",4
"INACHIS/A",4
"BODOTRIA/N",4
"INAMBVLO",4
"DECEMVIR",4
"PRAECEPS/1",4
"SOLSTITIVM",4
"INCANESCO",4
"PRAECIPITATIO",4
"INCARNATIO",4
"SENTVS",4
"INCENSVS/2",4
"DIAVLVS/N",4
"DECVMBO",4
"CARBASEVS",4
"PRAEDVCO",4
"VICATIM",4
"SORDESCO",4
"CARDVVS",4
"DIFFERTVS",4
"DIFFICVLTER",4
"VAGIO",4
"DEFATIGATIO",4
"CARNARIVM",4
"VALESCO",4
"VIGILES",4
"INCRVENTVS",4
"DILVVIO",4
"SPECVLATORIVS",4
"SERVM/1",4
"VARGVNTEIVS/N",4
"SESSOR",4
"CADVCEVS",4
"DEITAS",4
"SPIRAMEN",4
"FRINGVLIO",4
"PETREIVS/N",4
"ILLEPIDVS",4
"CAECVBVS/A",4
"DELICATVS/1",4
"DISCESSIO",4
"DELINEO",4
"SPONSOR",4
"VNDECIES",4
"DISCINCTVS",4
"ILLVCEO",4
"VIRGILIA/N",4
"AVTONOE/N",4
"PHALERATVS",4
"ILLYRII/N",4
"BELLIGERO",4
"CAERE/N",4
"VIROMANDVI/N",4
"SICVNDE",4
"DEMOLIOR",4
"DISPLODO",4
"PHILO/N",4
"SVDARIOLVM",4
"LVMINARE",4
"CASSIOPE/N",4
"PONDERO",4
"CECROPIA/N",4
"IMMVGIO",4
"VOCATOR",4
"VENETVS",4
"STERTINIVS/N",4
"HISTRVS/A",4
"STILLICIDIVM",4
"VETERATOR",4
"CISSEVS/N",4
"VERECVNDOR",4
"SVFFARCINO",4
"CALX/2",4
"APPETENTIA",4
"PORTENTOSVS",4
"IMPLVO",4
"CAMERIVS/N",4
"PORTVNVS/N",4
"IMPRANSVS",4
"DAHAE/N",4
"HORRISONVS",4
"HORTATOR",4
"STRIX",4
"IMPROVISO",4
"CERDO/N",4
"STRYMONIVS/A",4
"HVI",4
"TRANSABEO",4
"DAVNIVS/A",4
"HYACINTHVS/N",4
"HAEDVS/N",4
"HAERESCO",4
"SAPPHYRVS",4
"GALBINVS",4
"AVSTERITAS",4
"ARIETO",4
"MERDA",4
"PERSECTOR/2",4
"PERSEPHONE/N",4
"PRAEVERTOR",4
"ARVNDINEVS",4
"GANNASCVS/N",4
"THYIAS/N",4
"PROGERO",4
"THYMBRAEVS/A",4
"PEDIVS/N",4
"GAVIVS/N",4
"INCREDVNDVS",4
"HELIADES/N",4
"PEGMA",4
"INDVSIATVS",4
"MEDVSAEVS/A",4
"PVNICANS",4
"ARSACIDAE/N",4
"MANNVS",4
"BACTRIANVS/N",4
"TRVLLA",4
"QVAQVA",4
"ARTAVASDES/N",4
"MANTICVLOR",4
"HENNA/N",4
"BAIVLVS",4
"TIMIDITAS",4
"GENERATIO",4
"PELORIS",4
"TIPHYS/N",4
"MAREOTICVS/A",4
"BALNEOR",4
"MARITALIS",4
"ROTVNDO",4
"IVRVLENTVS",4
"LAMBERTVS/N",4
"RVPINA",4
"LANOSVS",4
"TOFVS",4
"PALPEBRAE",4
"QVASILLVM",4
"MARSI/N",4
"SCOPAS/N",4
"RVSTICITAS",4
"TOLOSA/N",4
"SAVIOR",4
"MASSA/N",4
"TVSCIA/N",4
"ASSVETVDO",4
"SCRVPOSVS",4
"TVTATOR",4
"MEDVLLITVS",4
"GLVTEN",4
"MENDICABVLVM",4
"MATRONALIS",4
"SACCARON",4
"SCYLAX/N",4
"HYPOCAVSTVM",4
"TORTVOSVS",4
"SOBRIETAS",4
"GOSSYPION",4
"SEVIR",4
"ILLVSOR",4
"SOSPITATRIX",4
"GRADATIM",4
"HA",4
"WACH",4
"GRAIVGENA/N",4
"SAGA",4
"SAGARIS/N",4
"LYRICVS",4
"TRANSFVGIO",4
"TRANSFIGVRO",4
"OBVERBERO",4
"CANTABRVM",4
"MACETAE/N",4
"BIFIDVS",4
"PARTICVLATIM",4
"MELEAGER/N",4
"MAEANDER/N",4
"SELLVLARIVS",4
"PANNVLVS",4
"TRASVMENVS/N",4
"EXSOLESCO",4
"SALVS/N",4
"SALVTEMDICERE",4
"BIREMIS/2",4
"PASTORICIVS",4
"PERMEO",4
"PERICLITABVNDVS",4
"TRIPES/1",4
"PERTEXO",4
"AMYCLAEVS/A",3
"FIMBRIAE",3
"ARGIOPE/N",3
"COVINNARIVS",3
"FINITIO",3
"SVBER",3
"ANAPIS/N",3
"AVDIENTIA",3
"RESINA",3
"EXPOLIO/2",3
"LITORALIS",3
"BARBITIVM",3
"LITTERATOR",3
"RECONDITVS",3
"SVBLICIVS/N",3
"CONON/N",3
"TALISQVALIS",3
"EXSATVRO",3
"EXSECRABILIS",3
"CREPER",3
"LATICLAVIVS",3
"SCVTVLA",3
"CREPITACILLVM",3
"ANGIPORTVM",3
"TANGOMENA",3
"FLAVENS",3
"ANGVIGENA",3
"CONSCRIPTVS",3
"SEPTVNX",3
"ALARII",3
"EXSVDO",3
"PACIFER",3
"REDIMICVLVM",3
"SPARSVS/N",3
"CRINIGER",3
"ODIVS/N",3
"QVADRIFIDVS",3
"LONGVS/N",3
"REDONES/N",3
"QVADRIIVGVS",3
"CONSILIATOR",3
"PACVVIVS/N",3
"STVRNVS",3
"QVADRINGENTIENS",3
"PADVSA/N",3
"REFERIO",3
"TARQVINIA/N",3
"CRITOGNATVS/N",3
"CIBO",3
"QVADRVPLEX",3
"SVBVRANVS/A",3
"ALCATHOVS/N",3
"LVCANIA/N",3
"TARVSATES/N",3
"LAVRVS/N",3
"EXTRICO",3
"CIRCVMSECVS",3
"ALCON/N",3
"LAVTVMIAE",3
"SVBVOLVO",3
"COAPTO",3
"TAVREVS",3
"CRVMENA",3
"COLLVVIES",3
"REFVGIVM",3
"ALEO",3
"REGERO",3
"TORANIVS/N",3
"SVCOSVS",3
"ANTANDRVS/N",3
"QVANTVSLIBET",3
"COMPOTIO",3
"LVCRIO/N",3
"TRYPHON/N",3
"ALGVS",3
"SVESSA/N",3
"CONFARREO",3
"CVDO",3
"ANTEVENIO",3
"TELLVS/N",3
"VEREDVS",3
"OLIVIFER",3
"QVERCETVM",3
"ANTIDOTVM",3
"RELICTIO",3
"VNCTOR",3
"CONSVAVIO",3
"FAESVLANVS/N",3
"QVINQVAGENI",3
"LENIMEN",3
"OLYMPIACVS/A",3
"FALCARIVS",3
"CONTVEOR",3
"CVLVLLVS",3
"SVLCIVS/N",3
"FRAGILITAS",3
"EXCAVO/1",3
"LENTO",3
"REMOLIOR",3
"LEPIDINVS/N",3
"OMNITVENS",3
"QVINIDENI",3
"TENSA",3
"PERMADESCO",3
"CVRRVLIS",3
"ALOGIA",3
"FRETVS/1",3
"OPERCVLVM",3
"CONTVRBATOR",3
"ALPICVS/N",3
"TVMEFACIO",3
"LEVCAS/N",3
"CONVECTO",3
"DEGRAVO",3
"ALTERALTER",3
"REPANDVS",3
"CONVENIENTIA",3
"REPECTO",3
"COAETANEVS",3
"SVPERFLVVS",3
"LACHNE/N",3
"APPARIO",3
"OBAMBVLO",3
"DEREPO",3
"TERPSICHORE/N",3
"FRVCTIFICO",3
"INOBEDIENS",3
"CONVIVOR",3
"CYCNEVS",3
"SVPERVOLO/2",3
"COOPEROR",3
"DISSIGNO",3
"REPVLSVS/1",3
"REPREHENSIO",3
"R",3
"COPVLATIO",3
"AMAZONIS/N",3
"STOLIDITAS",3
"CYMBALISTRIA",3
"SVPPVS",3
"CORRODO",3
"GRAMMATICA/2",3
"AQVILEIA/N",3
"EXCIEO",3
"ORATIONEMHABERE",3
"GEMMVLA",3
"ORBILIVS/N",3
"EXCORS",3
"SVSANNA/N",3
"LAGVS/N",3
"AMBRACIVS/A",3
"RAMENTVM",3
"CYRENAE/N",3
"ORCINIANVS/A",3
"AMELLVS",3
"TEXTOR",3
"CYRNOS/N",3
"FERRARIA/1",3
"ARATVS/N",3
"CORONARIVS",3
"EXESOR",3
"AGMINATIM",3
"LANATVS",3
"EXHILARO",3
"THASIVS/A",3
"LIGNATOR",3
"ORIBASVS/N",3
"THEATRALIS",3
"PASSERINVS/N",3
"AMITERNVS/A",3
"THEBAICA",3
"LIGVRIA/N",3
"ARCHILOCHVS/N",3
"OBSONATOR",3
"FESTVS/N",3
"OBSTETRIX",3
"SYNODVS",3
"LANVVINVS/N",3
"ANTEPENDVLVS",3
"LIMVS/2",3
"REMONEO",3
"CORYCIDES/N",3
"THERIDAMAS/N",3
"CORYMBION",3
"CONFLVENS",3
"THERMODON/N",3
"OBTESTATIO",3
"APPVLSVS",3
"OSCI/N",3
"OBTICESCO",3
"LINTEAMEN",3
"PRIMVS/N",3
"COSTVM",3
"EPASNACTVS/N",3
"MVLGEO",3
"CAIVS/N",3
"ADDVBITO",3
"INOCCIDVVS",3
"IRRETIO",3
"DROPAX",3
"COMMVNICATIO",3
"KYRIOS/G",3
"EPIMETHIS/N",3
"MVLTIVAGVS",3
"CHARTARIVS",3
"DICIS",3
"GAGATES",3
"DVBITABILIS",3
"PYRGI/N",3
"PROETIDES/N",3
"MASCVLINVS",3
"COLLABEFIO",3
"DVCENARIVS",3
"CHARISIANVS/N",3
"ESSENTIA",3
"EPYTIDES/N",3
"CHIRVRGVS",3
"NOCIVVS",3
"VIGILANTER",3
"ADHORTATIO",3
"GENEROSITAS",3
"ISTOC",3
"MOLEDINVM",3
"INERRABILIS",3
"MVNITVS",3
"CHROMIVS/N",3
"AQVITIMVS/N",3
"INSIGNITVS",3
"MVRENA",3
"ALLACRIMO",3
"ITIVS/N",3
"PARTITIO",3
"LVITISIVS/N",3
"MALACENSIS/A",3
"NORDANHYMBRI/N",3
"MVSICALIS",3
"KOLEON/G",3
"PRAELONGVS",3
"SVBSERVIO",3
"MVTINA/N",3
"CIMMERIVS/A",3
"ENCOLPVS/N",3
"PROMVS",3
"MAENALIVS/N",3
"IVNIPERVS",3
"ACIDALIVS/A",3
"CINEAS/N",3
"PRAENOSCO",3
"EATENVS",3
"IVRGO",3
"NOVENDIALIS",3
"INSVEFACTVS",3
"PRAEOCCVPO/2",3
"INSVLARIVS",3
"GABATA",3
"EBVROVICES/N",3
"ABVSQVE",3
"MYSIA/N",3
"PRAEPORTO",3
"ANTIPOLITANVS/A",3
"COMMISSIO",3
"CIRCITOR",3
"GERRES",3
"ASTRIFER",3
"ARCHANGELVS",3
"COMMOLIOR",3
"ABDOMEN",3
"ECQVISNAM",3
"GRAPHIARIVM",3
"HAMILLVS/N",3
"EVPOLIS/N",3
"ADVIGILO",3
"HIEROSOLYMA/N",3
"DAMASCENVS/A",3
"INTERCIDO/2",3
"INTERCOLVMNIVM",3
"CIRCVMQVAQVE",3
"HYPNVS/N",3
"LIQVIDITAS",3
"ABORIOR",3
"CIRCVMSESSIO",3
"ILICETVM",3
"COMPERENDINATVS",3
"EVADNE/N",3
"EVANDRIVS/A",3
"LAETORIVS/N",3
"NAVARCHVS",3
"PRAETERFERO",3
"LALISIO",3
"AEFVLA/N",3
"LATTARA/N",3
"ABSORIS/N",3
"ADAPTO",3
"COMPRECOR",3
"EVISCERO",3
"IVRAMENTVM",3
"LODIX",3
"INTERNVNTIVS",3
"INEXSPECTATVS",3
"MITVLVS",3
"INTERPOLO",3
"PRAEVARICATIO",3
"EIECTO",3
"AELLO/N",3
"CITREA",3
"INTERTRIMENTVM",3
"NEBROPHONE/N",3
"CIVITATVLA",3
"INFERNALIS",3
"MATRINIA/N",3
"NEBVLO",3
"CONEXIO",3
"INTOLERANS",3
"DESPECTVS/2",3
"CLASTIDIVM/N",3
"ZALMOXIS/N",3
"INTREMISCO",3
"MYRTALE/N",3
"MOLITIO",3
"NANNEIVS/N",3
"INAESTIMABILIS",3
"PRIMIGENIVS",3
"CLAVSVM",3
"SALVTATRIX",3
"CLEMENS/N",3
"INIMITABILIS",3
"ACER/1",3
"DIVENDO",3
"INTVOR",3
"EMATHION/N",3
"NEMETOCENNA/N",3
"CLIBANATVS/N",3
"AESERNINI/N",3
"NEGLECTVS/2",3
"CONDITIO",3
"PRAEDIVINO",3
"NEPHELE/N",3
"RESTITVTRIX",3
"CONDVCTVS",3
"INVENTVS",3
"ACHILLEVS/A",3
"VIPSANIVS/N",3
"MONTVOSVS",3
"TRIBVTOR",3
"ACILIA/N",3
"EMVNIO/2",3
"ACINVS",3
"APINAE",3
"VVLGIVAGVS",3
"ENAVIGO",3
"ARDALIO",3
"PVLVILLVS/N",3
"ATESTE/N",3
"PROAVIA",3
"INIMICO",3
"AVRATA",3
"PERTINGO",3
"IOCVLARIS",3
"ENTEROCELE",3
"ACTVARIVS/2",3
"BONONIA/N",3
"IOLLAS/N",3
"BRASSICA",3
"INAEQVALITAS",3
"SVBALTERNVS",3
"CERVIVS/N",3
"SVBSTITVTIVVS",3
"VESCVS",3
"INTEMPERATVS",3
"HYBRIDA",3
"POTIVSQVAM",3
"VESICVLA",3
"VAPOROSVS",3
"DVRABILIS",3
"DEAVRO",3
"VENDITIO",3
"SOLLEMNITAS",3
"INANIO",3
"HYMEN",3
"EMINISCOR",3
"HYMETTIVS/A",3
"VICTIMO",3
"CAPITO/N",3
"DECENNIVM",3
"SOLVMMODO",3
"VETERATORIVS",3
"VILLICO/2",3
"DIVDICO",3
"SENTISCO",3
"BOTRYS",3
"INCENSVM",3
"VTRICVLVS",3
"SCVTELLA",3
"PRAEDATOR",3
"DECLINATIO",3
"VIBEX",3
"DECOCTOR",3
"HELLVO",3
"BRIAREVS/N",3
"IAPETIONIDES/N",3
"BRIXIA/N",3
"DECVRSIO",3
"PLANETA",3
"BRONTES/N",3
"AMPHIARAVS/N",3
"CAREX",3
"INSCITVS",3
"DEDICATIO",3
"ATTICISSO",3
"SERAPIS/N",3
"INCONCESSVS",3
"ICENI/N",3
"BVCCELLA",3
"CIRCVMACTVS",3
"PLAVTVS/N",3
"CARNALIS",3
"BVFO",3
"VIGINTIDVO",3
"DILVCEO",3
"CREOPHYLVS/N",3
"DILVVIES",3
"PERVICACIA",3
"PLISTHENES/N",3
"BYSSVS",3
"SERVANS",3
"TOTALIS",3
"DEFVNCTORIVS",3
"SPENDOPHORVS/N",3
"OBTORPESCO",3
"CACCABVS",3
"VINDEMIO",3
"CASTIGATOR",3
"DEIRI/N",3
"ASTRICTVS",3
"VINICIVS/N",3
"ILLACRIMABILIS",3
"PETRAITES/N",3
"INDIGNABVNDVS",3
"VATINIANVS/N",3
"PETROSIDIVS/N",3
"PISCARIVS",3
"POEMENIS/N",3
"CATAMANTALOES/N",3
"INDISTINCTVS",3
"PRAEIVDICO",3
"CAEDICVS/N",3
"VIPSTANVS/N",3
"INVNCO",3
"DISCIDO/2",3
"PHALANTHVS/N",3
"POLITICVS",3
"CAENINENSIS/A",3
"DEMARATVS/N",3
"POLLICITVM",3
"CAEPIO/N",3
"VELDEIVS/N",3
"PHARSALIA/N",3
"VELINVS/N",3
"SICYONIVS/N",3
"DEMOLEVS/N",3
"STABIAE/N",3
"DISPARO/2",3
"PENSICVLO",3
"CAETRA",3
"SIGMA",3
"IMMEMORABILIS",3
"CAVARINVS/N",3
"CALCEATVS",3
"VENEFICVS/2",3
"CAVILLONVM/N",3
"CAYSTRVS/N",3
"VENERABVNDVS",3
"PHILYRIDES/N",3
"RHETORICA",3
"SILIGO",3
"STERNVO",3
"RVRATIO",3
"PONTICVLVS",3
"VENETICVS/A",3
"VERSVTIA",3
"CALETI/N",3
"VOCIFERATIO",3
"STRABO/N",3
"POPILIVS/N",3
"VENVSINVS/N",3
"PHOENIX/N",3
"TESQVVM",3
"POPVLIFER",3
"VERANIOLVS/N",3
"CENABENSIS/A",3
"PHRAATES/N",3
"HOMOEOMERIA",3
"VOLVTVS",3
"SVCVLENTVS",3
"DESIDEO",3
"APPELLITO",3
"ALTERCATIO",3
"AQVATILIS",3
"PICTILIS",3
"CAMVLODVNVM/N",3
"HORTAMENTVM",3
"CANACHE/N",3
"STROPHIVM",3
"TEMPERI",3
"CERBEREVS/A",3
"CANDELA",3
"COGITABILIS",3
"HISTRIA/N",3
"CERIALIS/N",3
"HVCVSQVE",3
"ANGARIA",3
"DETEXO",3
"TRISTITVDO",3
"VNIGENA",3
"CANOPVS/N",3
"HVNNVS/N",3
"STYMPHALVS/N",3
"PIPERATVS/N",3
"DETRVNCO",3
"SVAVILOQVENS",3
"GESTICVLATIO",3
"PATRONA",3
"AVRELIVS/A",3
"SAPA",3
"HAEMONIA/N",3
"GRAECIENSIS/A",3
"IACVLATRIX",3
"THESSANDRVS/N",3
"GADITANVS/A",3
"SENEO",3
"GAETVLICVS/N",3
"PERPETVO/1",3
"GVTTATIM",3
"MALACIA",3
"AVSPICATO",3
"GALBANEVS",3
"MERACVS",3
"PERPOTO",3
"SARDONIVS/A",3
"PAVPERCVLVS",3
"SARMATICVS/A",3
"HORDEACEVS",3
"PRAEMATVRVS",3
"TRIMETRVS",3
"PAVEFACIO",3
"AVTOMATVS",3
"IGNICVLVS",3
"TRIPVDIO",3
"PRESSIM",3
"MERIDIO",3
"IMPAENITENDVS",3
"HASTILVDIVM",3
"THYAS/N",3
"THYMBRA",3
"GARGAPHIA/N",3
"TRIVMVIR",3
"INALBO",3
"PROPVDIOSVS",3
"MESSENE/N",3
"MNEMONIDES/N",3
"HECALE/N",3
"PROSECTVS",3
"TRIVIVS",3
"METAMORPHOSES/N",3
"INCREDVLITAS",3
"ROGATOR",3
"MANIFESTE",3
"MANILIVS/N",3
"BACCHE/N",3
"TIBVRTIVS/A",3
"METTIVS/N",3
"INFERIALIS",3
"INHALO",3
"MVTVVM",3
"HELVIDIVS/N",3
"PELLACIA",3
"SCAPHIVM",3
"BAIANVS/A",3
"MICON/N",3
"SCAPVS",3
"HEPATIA",3
"INSIMVLATIO",3
"RVBETVM",3
"INSTRINGO",3
"MARCOMANI/N",3
"PELTATVS",3
"CATECHISMVS",3
"INTROREPO",3
"PALLADIVS/A",3
"MILVA",3
"IRREVERENS",3
"HERMOCRATES/N",3
"TITILLO",3
"BAPTISMA",3
"RVGIO",3
"PALLIOLVM",3
"TVNICVLA",3
"MALOGNODVS/N",3
"SCISCITATIO",3
"TMARIVS/A",3
"SCITE",3
"LARVO",3
"ASPENDIVS/A",3
"SCIVRVS",3
"LAVTIA",3
"TOGATVLVS",3
"BARRVS/N",3
"PALVS/1",3
"SCORPIVS/N",3
"SCISSILIS",3
"ASSER",3
"LVRCO",3
"ASSIBILO",3
"MACHAERA",3
"HICETAONIVS/A",3
"SEMICANVS",3
"TVTAMENTVM",3
"PERATTENTVS",3
"SCVRRILIS",3
"MATRONA/N",3
"PANSA/N",3
"SEPVLCRALIS",3
"GNATHO/N",3
"MINVTIA",3
"SIGNIFEX",3
"VRSVLA/N",3
"MVSTVLENTVS",3
"BETHEL/N",3
"SPONTALIS",3
"ATINAS/N",3
"SECVBO",3
"MEDICA/1",3
"PERFACETE",3
"LYRCEVS/A",3
"LYSIAS/N",3
"ATRIVS/N",3
"RUPTVRA",3
"OBSERVITO",3
"PARRA",3
"HELENIVM",3
"BORAX",3
"BIDENTAL",3
"OLEAGINEVS",3
"LAESIO",3
"TRANSMISSVS",3
"BIFRONS",3
"ORIGINALIS",3
"AV",3
"PERIBOEA/N",3
"EXOCVLO",3
"MADEFIO",3
"PALMARIS",3
"GRVNNIVS/N",3
"BIMVLVS",3
"AVCVPIVM",3
"BIPATENS",3
"GVBERNVM",3
"TREBIVS/N",3
"FARTIM",3
"BIRRONIVS/N",3
"GVSTATVS",3
"MELLIFER",3
"MELOPEPO",3
"EVAGINO",3
"MARTYRIVM",3
"MAGIRVS/N",3
"PERLVCIDVS",3
"SANCTIMONIA",3
"BIVIVS",3
"SEMIREFECTVS",3
"PERNOX",3
"SANDYX",3
"SARACENI/N",3
"HOSANNA",3
"MAGNESIA/N",3
"FVSILIS",3
"SEMOTVS",3
"AVNVS/N",3
"ARGEVS/N",3
"OBTVRO",3
"REVOLO/2",3
"OBVSTVS",3
"ANACREON/N",3
"LARIDES/N",3
"LARISAEVS/A",3
"OSTIOLVM",3
"RVCTVS",3
"SVBITVM",3
"OSTREOSVS",3
"SAFRONIVS/N",3
"SVBLICIVS",3
"EXPVGNATOR",3
"BREVICVLVS",3
"TALIO",3
"SARAPIS/N",3
"OTHRYS/N",3
"AGRIGENTINVS/N",3
"RECTINA/N",3
"CANDICO",3
"SVBREMIGO",3
"CRESIVS/A",3
"CAPERO",3
"SVBSCRIPTIO",3
"HEI",3
"SOPHIA",3
"CAVILLA",3
"LATVSCVLVM",3
"ODORIFER",3
"QVADRIIVGIS",3
"ODOTHEVS/N",3
"SVBTERLABOR/2",3
"ANIMANS/2",3
"CONSILIVMCAPERE",3
"LORICATVS",3
"SVBVLA",3
"CINEROSVS",3
"ALCANOR/N",3
"REFLAGITO",3
"LAVREOLVS/N",3
"OEDIPODES/N",3
"SVBVRBIVM",3
"PAETVS",3
"CRVCIARIVS",3
"ANNIHILO",3
"CRVSTA",3
"TAYGETE/N",3
"TONSTRIX",3
"LEA",3
"LECTITO",3
"CONCEPTACVLVM",3
"TEGVLA",3
"LVCTISONVS",3
"CVCVMA",3
"ALICVNDE",3
"LEGVMEN",3
"CONSEQVIA",3
"OLORINVS",3
"NVLLATENVS",3
"QVIDFACIT",3
"NVMANTINVS/A",3
"COPERCVLVM",3
"LENONIVS",3
"ANTLIA",3
"LENTITVDO",3
"ANVBIS/N",3
"EXPVNGO",3
"CONTIONOR",3
