"title","count(title)"
"ANTISTES",10
"SVMPTVOSVS",10
"ALTILIS/2",10
"FATIGATIO",10
"AMATA/N",10
"OBLINO",10
"SVTILIS",10
"AMOMVM",10
"CHAOS",10
"AFFATVS",10
"NOBILITO",10
"PROFESSIO",10
"INSIDO",10
"ALLVO",10
"ITYS/N",10
"INSPECTO",10
"CICVTA",10
"INSTINGVO",10
"INSVO",10
"MINITOR",10
"EVRYDICE/N",10
"NATALIS/1",10
"EGERIA/N",10
"CONCELEBRO",10
"PRELVM",10
"CONCVPIO",10
"INTROMITTO",10
"PRIMITIAE",10
"DIVERBERO/2",10
"MOMEN",10
"INVMBRO",10
"MONETA",10
"NEPTIS",10
"EMOLVMENTVM",10
"MORBIDVS",10
"INNO",10
"EOVS/N",10
"DEALBO",10
"SVBDOLVS",10
"RVBICVNDVS",10
"IACTATIO",10
"DICTATVRA",10
"DECOLOR",10
"SEPTENTRIONALIS",10
"IDOLVM",10
"PERVICAX",10
"DIMICATIO",10
"PERVIGILO",10
"INDECENS",10
"ELECTRA/N",10
"VATICINATIO",10
"SICVBI",10
"CAVCASIVS/A",10
"POMIFER",10
"ALLEVO/1",10
"DEPASCOR",10
"DISSVADEO",10
"POPINA",10
"DISTVRBO/2",10
"DERELINQVO",10
"VVLTVRIVS",10
"CENABVM/N",10
"THRASYLEON/N",10
"POSTVMIVS/N",10
"VERV",10
"CANTHARVS",10
"THIASVS",10
"GARVM",10
"SATYRVS/N",10
"HECATE/N",10
"GAVRVS/N",10
"TROICVS/N",10
"ROMANVS/N3",10
"GEMELLVS/2",10
"TRVNCO",10
"ARTEMIDORVS/N",10
"TVBER",10
"SCINTILLA/N",10
"ASPERITAS",10
"PERCOQVO",10
"MATELLA",10
"HILARO",10
"VBERTIM",10
"TRANSFVGA",10
"ATTENVO",10
"HVMECTO",10
"TRANSTRVM",10
"AVCTIO",10
"TRANSVERTO",10
"MAENAS",10
"GVSTVS",10
"CONGRVVS",9
"CRASSITVDO",9
"RHODVS/N",9
"OCCVPATVS",9
"CRVDELITER",9
"TAYGETVS/N",9
"NOVIENS",9
"FORNICATIO",9
"NOVIVS/N",9
"CONTEMPTIO",9
"SVGGESTVS",9
"LVPATVS",9
"ANXVR/N",9
"CVRES/N",9
"DEOSCVLOR",9
"QVOCIRCA",9
"OPTIMAS",9
"FENERATOR",9
"EXCERPO",9
"EXCVDO",9
"FERVO",9
"EXITIALIS",9
"SYRIVS/A",9
"EXOSVS",9
"ARESCO",9
"MVLIERCVLA",9
"CANIVS/N",9
"PYLVS/N",9
"IRRITAMENTVM",9
"PROFLIGO",9
"ALLVDO",9
"INSOMNIVM",9
"ISIS/N",9
"PROMVLGO",9
"NOTITIES",9
"MYNDVS/N",9
"PHYSIOLOGVS",9
"CIRCVMAGO",9
"MINITO",9
"PRAESENTO",9
"MINVTATIM",9
"ELEGANTIA",9
"AEQVALITAS",9
"MOLOSSVS/N",9
"CLIENTELA",9
"AETERNVM/2",9
"INHONESTVS",9
"PVLMENTVM",9
"CLYTIVS/N",9
"AFFINGO",9
"BLATERO",9
"DEVITO",9
"VESTALIS/N",9
"CVNAE",9
"VVIDVS",9
"CLANCVLVM",9
"IAMBVS",9
"VICINITAS",9
"IAPYX/A",9
"DILECTIO",9
"DIMETIOR",9
"INCVSTODITVS",9
"VAPPA",9
"CASTANEA",9
"EPAPHVS/N",9
"INDIGVS",9
"DELIRVS",9
"CATENO",9
"SPVMOSVS",9
"VIRIDOMARVS/N",9
"INEDIA",9
"ABSYRTVS/N",9
"INEVITABILIS",9
"ADAMO",9
"DEPEREO/1",9
"HIRVNDO",9
"NECTAREVS",9
"IMPLECTO/2",9
"SINVESSA/N",9
"COMPOS",9
"PETRA",9
"POSTHABEO",9
"STVPEFACIO",9
"DETERO",9
"DAVVS/N",9
"SENECIO/N",9
"MENOETES/N",9
"SENTIS",9
"AVXILIARIS",9
"ARION/N",9
"AVARITIES",9
"PEDO/3",9
"PAELIGNVS/A",9
"ROTVNDITAS",9
"BAPTIZO",9
"GESTA",9
"ASINIVS/N",9
"PERPENDO",9
"LVTETIA/N",9
"GLYCERA/N",9
"LVTVLENTVS",9
"SAETIGER/2",9
"PARENTO",9
"PARIVS/A",9
"GRATIASAGERE",9
"FVLGVRO",9
"SEGNITIES",9
"SALIVA",9
"SEMESVS",9
"MAENALVS/N",9
"HABITATIO",9
"AVLERCI/N",9
"PHILESITHERVS/N",9
"OSTIA/N",9
"CREATOR",9
"LIVIVS/N",9
"LATIBVLVM",9
"ALARICVS/N",9
"LONGINQVITAS",9
"TARDITAS",9
"CROCVS",9
"PAEONIVS/A",9
"SVBVERTO",9
"OETAEVS/N",9
"PALAEMON/N",9
"TOGVLA",9
"FABRICOR",9
"COMPLICO",9
"FACETIAE",9
"SVFFIGO",9
"TEPOR",9
"FRITILLVS",9
"FECVNDITAS",9
"LIBERTA",9
"LAEVINVS/N",9
"TEXTILIS",9
"CORNIGER",9
"RESTIS",9
"THECA",9
"RETEXO",9
"LINEVS",9
"REVEHO",9
"REBELLIO",9
"DRANCES/N",9
"PROFECTVS",9
"DVMNACVS/N",9
"MVNIFICVS",9
"ERGASTVLVM",9
"NOMENCLATOR",9
"INTERDIV",9
"COMANS",9
"IPHIGENIA/N",9
"NORICVS/A",9
"MVSSO",9
"INSTITOR",9
"COMMENTVM",9
"PRAESTOLOR",9
"ABSORBEO",9
"COMPOSITVS",9
"PREHENSO",9
"PSALLO",9
"AEQVALIS/1",9
"MOERVS/N",9
"PSITTACVS",9
"PVBLICANVS/1",9
"TARPEIVS/N",9
"INGLVVIES",9
"PVGIO",9
"MONSTRVOSVS",9
"ENIPEVS/N",9
"BACCARA/N",9
"ENTELLVS/N",9
"VTENSILIA",9
"BROMIVS/N",9
"PLAVTIVS/N",9
"SERMOCINOR",9
"EIA",9
"VAPORO",9
"PERVVLGO/1",9
"CASTALIVS/A",9
"INDICVS/A",9
"VINETVM",9
"CASTRO",9
"POETICVS",9
"ILLYRICVM/N",9
"EVRYLOCHVS/N",9
"SQVAMEVS",9
"SIDO",9
"POMARIVM",9
"DISPOSITIO",9
"VENDITO",9
"DENSITAS",9
"VITVLA",9
"SIMIVS",9
"DERIGESCO",9
"STRAGVLVS",9
"SINVOSVS",9
"HOSTILIVS/N",9
"HAESITO",9
"PERPLEXVS",9
"HAMATVS",9
"TRINACRIVS/A",9
"AVTVMO",9
"AVXILIOR",9
"ARMATVRA",9
"MANCIPO",9
"HELIODORVS/N",9
"TIGELLINVS/N",9
"SCAVRVS/N",9
"PENEVS/N",9
"BARBARIA",9
"ASSIS",9
"PANDVS",9
"HILARVS",9
"SCVRRA",9
"TORPESCO",9
"GORGONEVS/A",9
"PAPIRIVS/N",9
"TYRRHENI/N",9
"BIBRACTE/N",9
"GRATVITVS",9
"VMBRACVLVM",9
"TRANSLATICIVS",9
"MACHINOR",9
"MAENALA/N",9
"AVGMEN",9
"PATHICVS",9
"BLANDIMENTVM",9
"TACITVRNVS",9
"COLLVSTRO/2",9
"SVBLIME/2",9
"FLAMININVS/N",9
"FLAVESCO",9
"EXVBERO",9
"REFRINGO",9
"CONSTANTINVS/N",9
"RELATVS",9
"AVLA/2",9
"ALLELVIA",9
"NVNTIVS/2",9
"NVTRITOR",9
"CONVEXVM",9
"OPPETO",9
"REPOSITORIVM",9
"OBIVRGATIO",9
"OBLIQVO/1",9
"FERIAE",9
"TEXTVM",9
"CORRADO",9
"EXHORRESCO",9
"CORREVS/N",9
"SYMPLEGADES/N",9
"THEODOSIVS/N",9
"SYNTHESIS",9
"EXOSCVLOR",9
"COS",9
"LAPIDOSVS",9
"AGENORIDES/N",9
"IRRORO",9
"INFVLA",9
"MVNVSCVLVM",9
"COLVBRA",9
"GARGILIANVS/N",9
"INTEGRO",9
"ABDITVS",9
"NARDVS",9
"ADVOCATIO",9
"EDVCATIO",9
"EFFERVS",9
"EFFICAX",9
"NAXVS/N",9
"DEFINITIO",9
"ACCIVS/N",9
"ACCOLA",9
"PTOLEMAEVS/N",9
"PVBESCO",9
"ELVCEO",9
"CONDISCIPVLVS",9
"EMORIOR",9
"TAT",9
"ACTVTVM",9
"NIGRESCO",9
"CAPREAE/N",9
"SENVS",9
"IACOBVS/N",9
"IARBAS/N",9
"INCOMITATVS",9
"IDAEVS/N",9
"IDOMENEVS/N",9
"PERVINCO",9
"ASTVTIA",9
"SEXTILIANVS/N",9
"BOEOTIA/N",9
"BRISEIS/N",9
"ACOETES/N",9
"CAIETA/N",9
"POMERIVM",9
"VITRICVS",9
"SILENVS/N",9
"PONTILIANVS/N",9
"SIMIA",9
"IMPENSVS",9
"HOMERICVS/N",9
"CALLISTRATVS/N",9
"DESCENSVS",9
"VERBOSVS",9
"IMPVNITAS",9
"CANDIDVS/N1",9
"POSTMODVM",9
"CANIDIA/N",9
"IAPETVS/N",9
"SOCIA",9
"VNIFORMIS",9
"HYADES/N",9
"MENSTRVVS",9
"HALO",9
"PRORSVM",9
"GAVSAPA",9
"GELV",9
"PERTVRBATIO",9
"TRVCVLENTVS",9
"MILICHVS/N",9
"SCINTILLO",9
"PALPITO",9
"MARSVS/A",9
"SCORPIO",9
"TVRTVR",9
"HIERVSALEM/N",9
"TYNDARIS/N",9
"GOTARZES/N",9
"NIMIETAS",9
"SAGACITAS",9
"BERECYNTIVS/A",9
"BIENNIVM",9
"ORDINATIO",9
"EXANCLO",9
"AVCEPS",9
"AVDITVS",9
"FVRIO/1",9
"HADRIA/N",9
"PERNOCTO",9
"EXPERGO",9
"RHESVS/N",9
"CONIVGALIS",9
"TALARIA",9
"EXSCINDO",9
"LATINE",9
"ALANVS/A",9
"SVBSTERNO",9
"PAEAN",9
"LAVRENTES/N",9
"OENOTHEA/N",9
"QVALIBET",9
"REFVGVS/2",9
"FORCEPS",9
"SVESSIONES/N",9
"LVCTVOSVS",9
"TEMPORALIS",9
"LENTE",9
"FRAXINVS",9
"QVINQVENNIVM",9
"CVRETES/N",9
"QVIRINALIS/A",9
"APOLLINEVS/A",9
"ALTERCOR",9
"OPILIO",9
"SVPEREMINEO",9
"CONVICTVS",9
"SVPINO",9
"LADON/N",9
"OPVLENS",9
"OPVSEST",9
"AMBROSIA",9
"PAPYLVS/N",9
"CAVRVS/N",9
"THEOPHRASTVS/N",9
"ZENO/N",9
"AGEDVM",9
"AGGERO/1",9
"ADEDO/2",9
"SVCINVM",9
"INFORMO",9
"ITHACVS/N",9
"MVSCVS",9
"IVLIA/N",9
"CINCINNATVS/N",9
"PRAENVNTIVS/1",9
"MYOPARON",9
"CIRCAEVS/A",9
"COMMISSVM",9
"PROPRIETAS",9
"PRAESVMPTIO",9
"MISENVS/N",9
"EVOMO",9
"AELIVS/N",9
"PRAEVIDEO",9
"MODERATOR",9
"ELECTVS/2",9
"PRVDENTER",9
"ACCEPTVS",9
"PRVSIAS/N",9
"CLARITVDO",9
"ACCLINIS",9
"CONCOQVO",9
"CONCREPO",9
"NEMEA/N",9
"DIVORTIVM",9
"INGRAVESCO",9
"DOLO",9
"ILLVVIES",9
"INFESTO",9
"DECENS",9
"VETTIVS/N",9
"DECVRIA",9
"DIVS",9
"DEFECTVS/1",9
"DIONE/N",9
"EXALTO",9
"CABALLVS",9
"ARIADNA/N",9
"DELATOR",9
"AVLIS/N",9
"ILLO",9
"INEFFICAX",9
"INEPTIAE",9
"DISPELLO",9
"CAVLIS",9
"LIBERTINVS/1",9
"CAVCASVS/N",9
"DISSOCIO",9
"HOMICIDA",9
"VERBENA",9
"GRAECE",9
"CAMINVS",9
"VERNVLA",9
"TANTISPER",9
"STROPHIVS/N",9
"DETRECTO",9
"MENENIVS/N",9
"THRACIA/N",9
"ARIMINVM/N",9
"PERSEVERANTIA",9
"MERSO",9
"ARMIPOTENS",9
"TIBVLLVS/N",9
"ARROGO",9
"MIDAS/N",9
"SCARVS",9
"BENEDICTIO",9
"TRAGOEDVS",9
"MEDICAMEN",9
"FVGITO",9
"VLVA",9
"SALICTVM",9
"MEIO",9
"VNCIA",9
"FVNEREVS",9
"TRIBVNICIVS/2",9
"OBTVSVS",8
"TABVLINVM",8
"CREATRIX",8
"RECORDATIO",8
"ANFRACTVS/1",8
"CONSCELERATVS",8
"SVBORNO",8
"CRETENSES/N",8
"PACTOLVS/N",8
"EXTERMINO",8
"CONSONO/1",8
"LAVREVS",8
"ANNOTO",8
"FABRICATOR",8
"FABRILIS",8
"TELAMONIVS/A",8
"CONSAEPIO",8
"LVDICER",8
"CRAPVLA",8
"APER/N",8
"LESBIVS/N",8
"CONTRVDO",8
"FARCIO",8
"LETIFER",8
"REPERCVTIO",8
"CVRTVS",8
"TESTIFICOR",8
"RESIDVVS",8
"SVSPECTO/1",8
"LAIVS/N",8
"LAMIA/N",8
"CYTISVS",8
"LIMA",8
"CONFIO",8
"AMPLIFICO",8
"OSCITO",8
"COGNITOR",8
"MVLSVM",8
"AGGERO/2",8
"AFFINITAS",8
"MVRALIS",8
"ADMINICVLVM",8
"COMPLODO",8
"INSTANTER",8
"IVNCVS",8
"COMITIALIS/2",8
"CINGETORIX/N",8
"EBOREVS",8
"PROPHETIA",8
"CALADRIVS",8
"CONSALVTO",8
"EXACVO",8
"ELIS/N",8
"CLAVDICO",8
"CONCVLCO",8
"PVDENS",8
"PVGIL",8
"NEQVIS",8
"EMPTIO",8
"PROROGO",8
"CANTOR",8
"VESPER/N",8
"HYDRA",8
"IACCHVS/N",8
"CAPTVS",8
"SOPORO",8
"SEQVANA/N",8
"BRVTTIVS/N",8
"DIA/N",8
"SPARTANVS/A",8
"DISCEPTO",8
"PLEIAS/N",8
"VANESCO",8
"ARCTVRVS/N",8
"CASPIVS/A",8
"DEGENERO",8
"INDEFESSVS",8
"SPIRACVLVM",8
"DIRA/N",8
"SIBILVS/1",8
"INDVSTRIVS",8
"AVOLO/2",8
"SIDON/N",8
"DEMOSTHENES/N",8
"CAPYS/N",8
"DISTRINGO",8
"CELTAE/N",8
"IMPERATORIVS",8
"VOTIVVS",8
"DESPERATIO",8
"HADRIANVS/N",8
"SOCRVS",8
"MENDOSVS",8
"THESSALICVS/A",8
"MAIA/N",8
"AVRVNCVS/A",8
"HEM",8
"TRITONIS/A",8
"INDIVIDVVS",8
"MICA",8
"TVBICEN",8
"MAPALIA",8
"BALATRO",8
"HEREDITARIVS",8
"GEOMETRIA",8
"TVMVLO",8
"MINCIVS/N",8
"RVTENI/N",8
"MASSILIA/N",8
"BATAVI/N",8
"TVSCI/N",8
"TOTALITER",8
"SOSPITATOR",8
"MACEDO/N",8
"MEDITATIO",8
"ATTENTVS/2",8
"MACERO",8
"FVLIGO",8
"TRANSVERSVS",8
"TRECENTIES",8
"PENNVLA",8
"PATIBVLVM",8
"LIVESCO",8
"SVBSTRINGO",8
"REDVCTVS",8
"TARENTINVS/A",8
"LAVDATOR",8
"FLVMINEVS",8
"ANQVIRO",8
"ALEXANDRINVS/A",8
"QVANTVSCVMQVE/1",8
"OHE",8
"VACERRA/N",8
"SVETONIVS/N",8
"CONSVLTVS",8
"RELABOR/2",8
"CVLCITA",8
"SVFFVLCIO",8
"OLYMPIA/N",8
"LENITAS",8
"CVMANVS/A",8
"APELLES/N",8
"ONYX",8
"LETHE/N",8
"NVTRIMENTVM",8
"DEMEO",8
"GRAMMATICVS/2",8
"CONVICTOLITAVIS/N",8
"FAVSTVLVS/N",8
"CYANE/N",8
"SVPPLEMENTVM",8
"SVRCVLVS",8
"ORBITA",8
"TEVTONI/N",8
"RESPECTVS",8
"TEXTVRA",8
"RAPACITAS",8
"FERRVGO",8
"OBSOLETVS",8
"CORYLVS",8
"EXPERGEFACIO",8
"ADDISCO",8
"ISRAEL/N",8
"INO/N",8
"PROFVGVS/1",8
"ADIVMENTVM",8
"MVRENA/N",8
"ADMINISTRATIO",8
"IVNCTVRA",8
"PROPATVLVM",8
"MYGDONIVS/A",8
"EVOE",8
"INTEMERATVS",8
"MINYAE/N",8
"CIRCVMVOLO/2",8
"NAVSEA",8
"ABSTERREO",8
"PRAETEXTVS/2",8
"EGENS",8
"PRAEVALIDVS",8
"INTERSERO/2",8
"AEOLIA/N",8
"PRIAMEIVS/A",8
"NEFASTVS",8
"MOLLITER",8
"PVELLVS",8
"AESTVARIVM",8
"EMOVEO",8
"NEREIVS/A",8
"ENARRO",8
"INHOSPITVS",8
"COARTO",8
"AGAMEMNONIVS/A",8
"DECLAMO",8
"HYLLVS/N",8
"VESTINVS/N",8
"CARACTER",8
"SORBEO",8
"ANTIGONA/N",8
"CARNIS",8
"INCREPITO",8
"SPECTABILIS",8
"INCVRIOSVS",8
"INDECOR",8
"ECHION/N",8
"PETITOR",8
"ASTYANAX/N",8
"VECTIS",8
"ERVCTO",8
"SIBILVM",8
"VIRIDO",8
"SPVRIVS/N",8
"BEROE/N",8
"PHASELVS",8
"CAESAREVS/A",8
"PHILEMON/N",8
"CALENVS/N",8
"DEPERDO",8
"IMPACATVS",8
"SILVIA/N",8
"HOMVNCIO",8
"PHYSICVS/2",8
"VERPVS",8
"PERVERSVS",8
"PILLEATVS",8
"DESVDO",8
"DAPHNE/N",8
"POSTPONO",8
"PROMISSIO",8
"SOCORDIA",8
"AVRVNCVLEIVS/N",8
"GALLA/N",8
"PRAEGNATIO",8
"PERSIS/N",8
"PROGRESSVS/1",8
"SATVRNALIA/N",8
"PEDICA",8
"TROCHVS",8
"INCVNCTANS",8
"MANICA",8
"SCALPO",8
"RVBENS",8
"BALBVS/N",8
"RVDO",8
"ASPORTO",8
"HICILLIC",8
"ASSIDVITAS",8
"TVSCVLVM/N",8
"THISBE/N",8
"SAGVNTVM/N",8
"MACELLVM",8
"SALIGNVS",8
"TRANSVERBERO/2",8
"TRANSVOLO/2",8
"SEMENTIS",8
"TREBIA/N",8
"FVRCA",8
"PERNA",8
"FVSCVS/N",8
"OBVIO",8
"CONIECTO",8
"FLAGRANTIA",8
"SVBNECTO",8
"CANTAMEN",8
"LONDINIVM",8
"SVBSILIO",8
"SVBSTITVO",8
"FLOREVS",8
"ODORVS",8
"TARPEIA/N",8
"ANNAEVS/N",8
"EXTRANEVS",8
"FOETIDVS",8
"COMPLACEO",8
"ALGIDVS/N",8
"CVCVRBITA",8
"FORNICOR",8
"NVBILIS",8
"ANTIQVITAS",8
"RELVCTOR",8
"LENOCINIVM",8
"OMNIPARENS",8
"LERNAEVS/A",8
"ALPHEVS/N",8
"DECVRIO/2",8
"OPERTVS/2",8
"QVOTQVOT/1",8
"SVPPLICATIO",8
"APVLVS/N",8
"ARARIS/N",8
"CORROBORO",8
"AMODO",8
"FIDENA/N",8
"SMYRNA/N",8
"IRIS",8
"IRREVOCABILIS",8
"PERFECTIO",8
"INSCIENTIA",8
"LICENTIOSVS",8
"DVODENI",8
"NOTHVS",8
"IVRE",8
"MYRTVM",8
"ABAS/N",8
"CIRCVMSCRIBO",8
"NARBO/N",8
"COMOEDVS/2",8
"NASICA/N",8
"PRAETORIANVS",8
"LYGDVS/N",8
"PROXIMVS/1",8
"EXARMO",8
"PRECATIO",8
"CONCINNVS",8
"MOECHA",8
"MOERIS/N",8
"CONCORDO",8
"MOLLESCO",8
"ACCVMVLO",8
"AERARIVS/2",8
"CONDIGNVS",8
"CLODIVS/N",8
"VRBICVS",8
"PVLPITVM",8
"PVLVEREVS",8
"OBSERVATOR",8
"VVLVA",8
"MORVM",8
"INIVSSVS/2",8
"PROCILLVS/N",8
"INACHIVS/A",8
"PRAELEGO/2",8
"VESPILLO",8
"BOMBYCINVS",8
"INEXTRICABILIS",8
"DECIDO/2",8
"SEPTEMBER/A",8
"SEXIES",8
"INCLEMENTIA",8
"SEPTINGENTI",8
"DIFFLVO",8
"DEFATIGO",8
"PESSVM/2",8
"PLVVIALIS",8
"ATTICVS/A",8
"HERA",8
"VELAMENTVM",8
"INEMPTVS",8
"POLYBVS/N",8
"POLYMNESTOR/N",8
"DISPERTIO",8
"STATILIVS/N",8
"STATOR/N",8
"DISTORQVEO",8
"DITESCO",8
"DEPVGNO",8
"HOMICIDIVM",8
"CLYMENE/N",8
"OBDVRO",8
"SVMPTVS/1",8
"SINON/N",8
"PICTOR",8
"DAMA/N",8
"VERSIPELLIS",8
"AMARITVDO",8
"DAVNVS/N",8
"PERSCINDO",8
"PAVO",8
"PEDO/N",8
"INDAGO/2",8
"PELAGIVS",8
"INIBI",8
"PELIVS/A",8
"PALAESTRITA",8
"PALEA",8
"SCITVM",8
"PALVMBES",8
"HIBERNO",8
"MATVRITAS",8
"ASTRVO",8
"BELLVMGERO",8
"ATILIVS/N",8
"TRAGVLA",8
"GRAIVS/N",8
"ATRIENSIS/1",8
"PERFLVO",8
"MELAMPVS/N",8
"FVMIDVS",8
"ROSACEVS",8
"SEMIS",8
"PATROCLVS/N",8
"FIMVS",8
"OBVERSOR",8
"TAENARVS/N",8
"SARDONYX",8
"OCCVRSVS",8
"RECVRVVS",8
"SVBRVO",8
"CONSENSIO",8
"OCTOBER/A",8
"ALBESCO",8
"EXTENVO",8
"LVCRETIA/N",8
"SVEVVS/A",8
"FACINOROSVS",8
"OMINOR",8
"SVLLANVS/N",8
"FARINA",8
"CONVS",8
"CONVEHO",8
"NYSA/N",8
"CONVOLO/2",8
"RESES",8
"CORRVPTELA",8
"LIGVSTRVM",8
"PHILOMVSVS/N",8
"OBTENDO",8
"AMPLEXOR",8
"EXPALLESCO",8
"TABEO",8
"CONFVTO",8
"APPETITVS",8
"CASTRICVS/N",8
"INQVIETO",8
"DVCENI",8
"CHORAVLES",8
"NOMADES/N",8
"COMATVS",8
"IOLE/N",8
"REVERSIO",8
"INSTANTIA",8
"ESSEDARIVS/1",8
"MVTVOR",8
"PROPALAM",8
"GANNITVS",8
"MINISTRA",8
"INTEMPERANTIA",8
"NARRATIO",8
"ISSA/N",8
"CIRCVMVALLO",8
"AEGLE/N",8
"INTERVTRASQVE",8
"DIVISIO",8
"PVERPERIVM",8
"PROCVDO",8
"PRORVO",8
"INVISVS/2",8
"ACTIACVS/A",8
"VENENATVS",8
"VSIPETES/N",8
"PRAEACVO",8
"VETERES",8
"DISCORDO",8
"INCONSVLTVS/2",8
"SERIO",8
"IDALIVS/A",8
"BVXEVS",8
"DIOGENES/N",8
"ILIA/N",8
"ILLAESVS",8
"DELECTOR",8
"HYMNVS",8
"EVRYTION/N",8
"INDISCRETVS",8
"BVSIRIS/N",8
"VITVPERATIO",8
"IMPARATVS",8
"VENVSTAS",8
"DIVTVRNITAS",8
"ALCESTIS/N",8
"CALVMNIATOR",8
"DESECO",8
"PICENVS/A",8
"VVLCANIVS/A",8
"PIGMENTVM",8
"HELLESPONTVS/N",8
"TEMPORARIVS",8
"CANDIDATVS/1",8
"DESVETVS",8
"COMMIXTIO",8
"PINDVS/N",8
"CANNAE/N",8
"SOCRATICVS/A",8
"PIO",8
"AVSVM",8
"PAVITO",8
"MERGVS",8
"MERIONES/N",8
"SATISFACTIO",8
"RIVVLVS",8
"PERSVLTO",8
"RIXOR",8
"ROGATVS",8
"BABYLONICVS/A",8
"TROS/A",8
"PELLAEVS/A",8
"RVBEVS",8
"RVBVS",8
"MINIMVM/1",8
"SAEPICVLE",8
"TVRPO",8
"LYCAON/N",8
"PERDOCEO",8
"BETA/1",8
"PERFRICO",8
"MEGARA/N",8
"FVLLO",8
"MELIBOEVS/N",8
"CONGLOBO",7
"LARGITOR/1",7
"FIRMITER",7
"OBVOLVO",7
"RECLAMO",7
"FISCVS",7
"SVBLIMITAS",7
"OCCVRSO",7
"SVBREPO",7
"PABVLOR",7
"SEXTANS",7
"OCTONI",7
"REDITIO",7
"ALBIVS/N",7
"REFLVO",7
"EXTVNDO",7
"COMPERIOR",7
"ANTECELLO",7
"ANTEHAC",7
"CONTACTVS",7
"ALIPES",7
"LVNARIS",7
"TEMPTATIO",7
"LEVCOTHOE/N",7
"CONVERSOR",7
"CONVICTOR",7
"TERRIFICO",7
"QVOQVOVERSVS",7
"LAERTES/N",7
"EFFLICTIM",7
"OBLITTERO",7
"CORDVS/N",7
"ARABICVS/A",7
"CORNEVS/2",7
"THEMISTAGORAS/N",7
"ANGIPORTVS",7
"NIMBOSVS",7
"PRODIGIOSVS",7
"INSANABILIS",7
"CHERVSCI/N",7
"NONNIHIL",7
"ERYMANTHVS/N",7
"INSTERNO",7
"ADOPERIO",7
"ASSIMILIS",7
"INSVMO",7
"MYRTILVS/N",7
"COMMODITAS",7
"ECQVANDO",7
"CHRYSENDETVS",7
"PRAESTABILIS",7
"EFFERCIO",7
"CIRCVMSONO/1",7
"ABSOLVTIO",7
"EGRESSVS",7
"PRVINOSVS",7
"AEOLIDES/N",7
"ACCOMMODATVS",7
"NEGOTIOSVS",7
"ENITEO",7
"PROBROSVS",7
"PVRGAMENTVM",7
"AFFVNDO/2",7
"SOLIDVM/1",7
"HYLAEVS/N",7
"DEBITOR",7
"VLTRONEVS",7
"CAPPADOX/N",7
"INCLAMO",7
"VICISSITVDO",7
"ANNVNTIO",7
"SERENVS/N",7
"CARIOSVS",7
"DIGNATIO",7
"CARPVS/N",7
"CARYOTA",7
"PERVIGILIVM",7
"ENATO",7
"VATICANVS/A",7
"DELENIO",7
"DELIBERATIO",7
"DISCRVCIO",7
"SPVTVM",7
"IMAGINOR",7
"SQVAMIGER",7
"STABVLO",7
"IMMANSVETVS",7
"VENDITOR",7
"DISSICIO",7
"DISSIMILITVDO",7
"STHENELVS/N",7
"HIVLCVS",7
"VORAX",7
"STRICTIM",7
"DAMASIPPVS/N",7
"CANINVS",7
"IDAS/N",7
"PVELLVLA",7
"CANTABER/A",7
"SODES",7
"AVRITVS",7
"HALAESVS/N",7
"SENSIFER",7
"HERBVLA",7
"HALYS/N",7
"PERSICVS/N",7
"SATVRA",7
"ARMENII/N",7
"RIVALIS/1",7
"PVBLICITVS",7
"METO/1",7
"GENAVA/N",7
"LANIENA",7
"SCOPA",7
"SCAEVVS",7
"PERSPERGO",7
"PANGAEA/N",7
"SACELLVM",7
"TORTOR",7
"LYCABAS/N",7
"MAVRVSIVS/A",7
"ASTVTVS",7
"SACROSANCTVS",7
"BENIGNE",7
"LYDVS/A",7
"PARNASIVS/A",7
"VLTIMVM/2",7
"ATTAMEN",7
"PARSIMONIA",7
"PARTHENOPAEVS/N",7
"SALMACIS/N",7
"SALVTATOR",7
"AVDITIO",7
"FVRCIFER",7
"BITIAS/N",7
"TRIBVLATIO",7
"FVSCINA",7
"PERNEGO",7
"PERNICITER",7
"EXPERIENTIA",7
"ASSO",7
"RECEPTO",7
"SVBIACEO",7
"EXPOSITIO",7
"LITTERARIVS",7
"ANFRACTVS/2",7
"CREPVSCVLVM",7
"OCREA",7
"SVBRIVS/N",7
"CRETAEVS/A",7
"CONSENTANEVS",7
"CONSILIARIVS/1",7
"CENTVNCVLVS",7
"STILLA",7
"EXTERIOR",7
"ANNALIS/1",7
"EXTRAORDINARIVS",7
"REFLO",7
"OENOTRIVS/A",7
"ALICA",7
"LVNA/N",7
"REMORDEO",7
"QVINQVIENS",7
"OPEROR",7
"OPHELTES/N",7
"OBDO",7
"OBERRO/2",7
"FAVONIVS/N",7
"QVOQVO",7
"OPTIO/1",7
"APVLVS/A",7
"AQVITANVS/N",7
"TETTIVS/N",7
"SVSPENDIVM",7
"CORNEVS/1",7
"AETATVLA",7
"ARBITRATVS",7
"LAMPSACENVS/A",7
"LANEVS",7
"RAVENNA/A",7
"ARGAEVS/A",7
"COEPTVM",7
"DORMITO",7
"ARISTON/N",7
"EPIDAVRIVS/A",7
"PYGMALION/N",7
"INQVISITIO",7
"COLEVS",7
"ISTINC",7
"CORACINVS/N",7
"DVRESCO",7
"CHRYSIPPVS/N",7
"ERVCA",7
"IVDAS/N",7
"EVIGILO",7
"IOCASTA/N",7
"DRAVCVS",7
"SVMMITAS",7
